"Statistic Label","Year","Age Group","Sex","UNIT","VALUE"
"Drivers of Cars Uninjured in Collisions","2012","21 - 24 years","Male","Number","197"
"Drivers of Cars Uninjured in Collisions","2012","21 - 24 years","Female","Number","78"
"Drivers of Cars Uninjured in Collisions","2012","25 - 34 years","Male","Number","509"
"Drivers of Cars Uninjured in Collisions","2012","25 - 34 years","Female","Number","277"
"Drivers of Cars Uninjured in Collisions","2012","35 - 44 years","Male","Number","453"
"Drivers of Cars Uninjured in Collisions","2012","35 - 44 years","Female","Number","263"
"Drivers of Cars Uninjured in Collisions","2012","45 - 54 years","Male","Number","310"
"Drivers of Cars Uninjured in Collisions","2012","45 - 54 years","Female","Number","160"
"Drivers of Cars Uninjured in Collisions","2012","55 - 64 years","Male","Number","223"
"Drivers of Cars Uninjured in Collisions","2012","55 - 64 years","Female","Number","85"
"Drivers of Cars Uninjured in Collisions","2012","65 years and over","Male","Number","215"
"Drivers of Cars Uninjured in Collisions","2012","65 years and over","Female","Number","83"
"Drivers of Cars Uninjured in Collisions","2012","Age unknown","Male","Number","8"
"Drivers of Cars Uninjured in Collisions","2012","Age unknown","Female","Number","5"
"Drivers of Cars Uninjured in Collisions","2013","All ages","Male","Number","1721"
"Drivers of Cars Uninjured in Collisions","2013","All ages","Female","Number","965"
"Drivers of Cars Uninjured in Collisions","2013","0 - 5 years","Male","Number","1"
"Drivers of Cars Uninjured in Collisions","2013","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2013","6 - 9 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2013","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2013","10 - 14 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2013","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2013","15 - 17 years","Male","Number","22"
"Drivers of Cars Uninjured in Collisions","2013","15 - 17 years","Female","Number","2"
"Drivers of Cars Uninjured in Collisions","2013","18 - 20 years","Male","Number","106"
"Drivers of Cars Uninjured in Collisions","2013","18 - 20 years","Female","Number","38"
"Drivers of Cars Uninjured in Collisions","2013","21 - 24 years","Male","Number","171"
"Drivers of Cars Uninjured in Collisions","2013","21 - 24 years","Female","Number","81"
"Drivers of Cars Uninjured in Collisions","2013","25 - 34 years","Male","Number","409"
"Drivers of Cars Uninjured in Collisions","2013","25 - 34 years","Female","Number","263"
"Drivers of Cars Uninjured in Collisions","2013","35 - 44 years","Male","Number","339"
"Drivers of Cars Uninjured in Collisions","2013","35 - 44 years","Female","Number","239"
"Drivers of Cars Uninjured in Collisions","2013","45 - 54 years","Male","Number","279"
"Drivers of Cars Uninjured in Collisions","2013","45 - 54 years","Female","Number","176"
"Drivers of Cars Uninjured in Collisions","2013","55 - 64 years","Male","Number","180"
"Drivers of Cars Uninjured in Collisions","2013","55 - 64 years","Female","Number","93"
"Drivers of Cars Uninjured in Collisions","2013","65 years and over","Male","Number","209"
"Drivers of Cars Uninjured in Collisions","2013","65 years and over","Female","Number","70"
"Drivers of Cars Uninjured in Collisions","2013","Age unknown","Male","Number","5"
"Drivers of Cars Uninjured in Collisions","2013","Age unknown","Female","Number","3"
"Drivers of Cars Uninjured in Collisions","2014","All ages","Male","Number","2097"
"Drivers of Cars Uninjured in Collisions","2014","All ages","Female","Number","1136"
"Drivers of Cars Uninjured in Collisions","2014","0 - 5 years","Male","Number","0"
"Drivers of Cars Uninjured in Collisions","2014","0 - 5 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2014","6 - 9 years","Male","Number","1"
"Drivers of Cars Uninjured in Collisions","2014","6 - 9 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2014","10 - 14 years","Male","Number","2"
"Drivers of Cars Uninjured in Collisions","2014","10 - 14 years","Female","Number","0"
"Drivers of Cars Uninjured in Collisions","2014","15 - 17 years","Male","Number","15"
"Drivers of Cars Uninjured in Collisions","2014","15 - 17 years","Female","Number","4"
"Drivers of Cars Uninjured in Collisions","2014","18 - 20 years","Male","Number","109"
"Drivers of Cars Uninjured in Collisions","2014","18 - 20 years","Female","Number","41"
"Drivers of Cars Uninjured in Collisions","2014","21 - 24 years","Male","Number","184"
"Drivers of Cars Uninjured in Collisions","2014","21 - 24 years","Female","Number","95"
"Drivers of Cars Uninjured in Collisions","2014","25 - 34 years","Male","Number","473"
"Drivers of Cars Uninjured in Collisions","2014","25 - 34 years","Female","Number","279"
"Drivers of Cars Uninjured in Collisions","2014","35 - 44 years","Male","Number","488"
"Drivers of Cars Uninjured in Collisions","2014","35 - 44 years","Female","Number","279"
"Drivers of Cars Uninjured in Collisions","2014","45 - 54 years","Male","Number","338"
"Drivers of Cars Uninjured in Collisions","2014","45 - 54 years","Female","Number","206"
"Drivers of Cars Uninjured in Collisions","2014","55 - 64 years","Male","Number","230"
"Drivers of Cars Uninjured in Collisions","2014","55 - 64 years","Female","Number","117"
"Drivers of Cars Uninjured in Collisions","2014","65 years and over","Male","Number","245"
"Drivers of Cars Uninjured in Collisions","2014","65 years and over","Female","Number","111"
"Drivers of Cars Uninjured in Collisions","2014","Age unknown","Male","Number","12"
"Drivers of Cars Uninjured in Collisions","2014","Age unknown","Female","Number","4"
"Drivers of Cars Uninjured in Collisions","2015","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2015","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2015","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2016","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2016","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2017","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2017","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2018","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2018","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2019","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2019","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2020","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2020","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2021","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2021","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2022","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2022","Age unknown","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","All ages","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","All ages","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","0 - 5 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","0 - 5 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","6 - 9 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","6 - 9 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","10 - 14 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","10 - 14 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","15 - 17 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","15 - 17 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","18 - 20 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","18 - 20 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","21 - 24 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","21 - 24 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","25 - 34 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","25 - 34 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","35 - 44 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","35 - 44 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","45 - 54 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","45 - 54 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","55 - 64 years","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","55 - 64 years","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","65 years and over","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","65 years and over","Female","Number",""
"Drivers of Cars Uninjured in Collisions","2023","Age unknown","Male","Number",""
"Drivers of Cars Uninjured in Collisions","2023","Age unknown","Female","Number",""
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","All ages","Male","Number","3832"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","All ages","Female","Number","2497"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","0 - 5 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","10 - 14 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","10 - 14 years","Female","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","15 - 17 years","Male","Number","86"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","15 - 17 years","Female","Number","30"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","18 - 20 years","Male","Number","473"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","18 - 20 years","Female","Number","190"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","21 - 24 years","Male","Number","546"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","21 - 24 years","Female","Number","315"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","25 - 34 years","Male","Number","977"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","25 - 34 years","Female","Number","698"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","35 - 44 years","Male","Number","642"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","35 - 44 years","Female","Number","534"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","45 - 54 years","Male","Number","453"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","45 - 54 years","Female","Number","358"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","55 - 64 years","Male","Number","324"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","55 - 64 years","Female","Number","182"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","65 years and over","Male","Number","265"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","65 years and over","Female","Number","141"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","Age unknown","Male","Number","66"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2006","Age unknown","Female","Number","48"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","All ages","Male","Number","3580"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","All ages","Female","Number","2401"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","0 - 5 years","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","0 - 5 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","6 - 9 years","Male","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","6 - 9 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","10 - 14 years","Male","Number","1"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","10 - 14 years","Female","Number","0"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","15 - 17 years","Male","Number","96"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","15 - 17 years","Female","Number","24"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","18 - 20 years","Male","Number","461"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","18 - 20 years","Female","Number","207"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","21 - 24 years","Male","Number","505"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","21 - 24 years","Female","Number","317"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","25 - 34 years","Male","Number","872"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","25 - 34 years","Female","Number","661"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","35 - 44 years","Male","Number","630"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","35 - 44 years","Female","Number","494"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","45 - 54 years","Male","Number","415"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","45 - 54 years","Female","Number","334"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","55 - 64 years","Male","Number","276"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","55 - 64 years","Female","Number","201"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","65 years and over","Male","Number","280"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","65 years and over","Female","Number","129"
"All Drivers of Cars Involved in Fatal and Injury Collisions","2007","Age unknown","Male","Number","43"
