"Statistic Label","Year","Age Group","Sex","Road User Type","UNIT","VALUE"
"All Killed and Injured Casualties","2006","Age unknown","Female","Car passengers","Number","38"
"All Killed and Injured Casualties","2006","Age unknown","Female","Other road users","Number","11"
"All Killed and Injured Casualties","2007","All ages","Male","All road users","Number","4374"
"All Killed and Injured Casualties","2007","All ages","Male","Pedestrians","Number","539"
"All Killed and Injured Casualties","2007","All ages","Male","Pedal cyclists","Number","197"
"All Killed and Injured Casualties","2007","All ages","Male","Motor cyclists","Number","362"
"All Killed and Injured Casualties","2007","All ages","Male","All Car users","Number","2626"
"All Killed and Injured Casualties","2007","All ages","Male","Car drivers","Number","1797"
"All Killed and Injured Casualties","2007","All ages","Male","Car passengers","Number","829"
"All Killed and Injured Casualties","2007","All ages","Male","Other road users","Number","650"
"All Killed and Injured Casualties","2007","All ages","Female","All road users","Number","3242"
"All Killed and Injured Casualties","2007","All ages","Female","Pedestrians","Number","390"
"All Killed and Injured Casualties","2007","All ages","Female","Pedal cyclists","Number","63"
"All Killed and Injured Casualties","2007","All ages","Female","Motor cyclists","Number","28"
"All Killed and Injured Casualties","2007","All ages","Female","All Car users","Number","2650"
"All Killed and Injured Casualties","2007","All ages","Female","Car drivers","Number","1556"
"All Killed and Injured Casualties","2007","All ages","Female","Car passengers","Number","1094"
"All Killed and Injured Casualties","2007","All ages","Female","Other road users","Number","111"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","All road users","Number","103"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","Pedestrians","Number","28"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","All Car users","Number","71"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","Car passengers","Number","71"
"All Killed and Injured Casualties","2007","0 - 5 years","Male","Other road users","Number","2"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","All road users","Number","102"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","Pedestrians","Number","22"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","Pedal cyclists","Number","1"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","All Car users","Number","79"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","Car passengers","Number","79"
"All Killed and Injured Casualties","2007","0 - 5 years","Female","Other road users","Number","0"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","All road users","Number","101"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","Pedestrians","Number","50"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","Pedal cyclists","Number","6"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","Motor cyclists","Number","0"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","All Car users","Number","38"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","Car drivers","Number","0"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","Car passengers","Number","38"
"All Killed and Injured Casualties","2007","6 - 9 years","Male","Other road users","Number","7"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","All road users","Number","66"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","Pedestrians","Number","22"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","Pedal cyclists","Number","4"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","All Car users","Number","37"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","Car passengers","Number","37"
"All Killed and Injured Casualties","2007","6 - 9 years","Female","Other road users","Number","2"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","All road users","Number","137"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","Pedestrians","Number","44"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","Pedal cyclists","Number","28"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","All Car users","Number","57"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","Car drivers","Number","1"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","Car passengers","Number","56"
"All Killed and Injured Casualties","2007","10 - 14 years","Male","Other road users","Number","7"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","All road users","Number","105"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","Pedestrians","Number","29"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","Pedal cyclists","Number","5"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","Motor cyclists","Number","1"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","All Car users","Number","67"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","Car drivers","Number","0"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","Car passengers","Number","67"
"All Killed and Injured Casualties","2007","10 - 14 years","Female","Other road users","Number","3"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","All road users","Number","224"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","Pedestrians","Number","19"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","Pedal cyclists","Number","12"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","Motor cyclists","Number","16"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","All Car users","Number","153"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","Car drivers","Number","55"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","Car passengers","Number","98"
"All Killed and Injured Casualties","2007","15 - 17 years","Male","Other road users","Number","24"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","All road users","Number","170"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","Pedestrians","Number","29"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","Pedal cyclists","Number","2"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","Motor cyclists","Number","2"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","All Car users","Number","131"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","Car drivers","Number","19"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","Car passengers","Number","112"
"All Killed and Injured Casualties","2007","15 - 17 years","Female","Other road users","Number","6"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","All road users","Number","515"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","Pedestrians","Number","38"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","Pedal cyclists","Number","7"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","Motor cyclists","Number","24"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","All Car users","Number","395"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","Car drivers","Number","245"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","Car passengers","Number","150"
"All Killed and Injured Casualties","2007","18 - 20 years","Male","Other road users","Number","51"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","All road users","Number","357"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","Pedestrians","Number","25"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","Pedal cyclists","Number","1"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","Motor cyclists","Number","2"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","All Car users","Number","321"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","Car drivers","Number","146"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","Car passengers","Number","175"
"All Killed and Injured Casualties","2007","18 - 20 years","Female","Other road users","Number","8"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","All road users","Number","563"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","Pedestrians","Number","47"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","Pedal cyclists","Number","13"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","Motor cyclists","Number","40"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","All Car users","Number","391"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","Car drivers","Number","262"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","Car passengers","Number","129"
"All Killed and Injured Casualties","2007","21 - 24 years","Male","Other road users","Number","72"
"All Killed and Injured Casualties","2007","21 - 24 years","Female","All road users","Number","367"
"All Killed and Injured Casualties","2007","21 - 24 years","Female","Pedestrians","Number","34"
"All Killed and Injured Casualties","2007","21 - 24 years","Female","Pedal cyclists","Number","5"
"All Killed and Injured Casualties","2007","21 - 24 years","Female","Motor cyclists","Number","4"
"All Killed and Injured Casualties","2007","21 - 24 years","Female","All Car users","Number","313"
"All Killed and Injured Casualties","2007","21 - 24 years","Female","Car drivers","Number","219"
"All Killed and Injured Casualties","2007","21 - 24 years","Female","Car passengers","Number","94"
